{{ 36,30,   8,70,   3,60, 103,00, 2798,00,  51,20,  43,00, 186,00, 196,00,   8,80 }
{ 34,40,  14,00,   3,80, 123,00, 4501,00,  40,50,  51,00, 202,00, 270,00,  13,20 }
{ 36,00,   8,80,   3,60, 116,00, 2879,00,  44,80,  27,00, 120,00, 161,00,  11,10 }
{ 36,10,  12,80,   5,60, 102,00, 4377,00,  43,00,  32,00, 123,00, 178,00,  10,20 }
{ 53,30,   3,90,   0,60, 109,00, 3468,00,  53,10,  43,00, 240,00, 300,00,  13,50 }
{ 52,30,   6,90,   1,00, 111,00, 1885,00,  61,80,  41,00, 200,00, 288,00,  12,70 }
{ 42,70,   6,40,   1,10, 109,00, 2371,00,  49,40,  41,00, 199,00, 216,00,  10,20 }
{ 55,10,  10,30,   3,40, 106,00, 1742,00,  55,40,  49,00, 271,00, 206,00,  12,10 }
{ 55,50,  10,00,   3,30, 111,00, 1685,00,  55,60,  56,00, 257,00, 219,00,   7,70 }
{ 51,40,   9,90,   3,00, 106,00, 1626,00,  58,20,  32,00, 187,00, 226,00,  10,20 }
{ 50,90,   5,60,   1,30, 103,00, 1264,00,  62,20,  37,00, 184,00, 190,00,  13,50 }
{ 51,20,   6,00,   0,90, 106,00, 1685,00,  51,40,  45,00, 208,00, 192,00,   7,00 }
{ 47,40,   6,00,   1,10, 108,00, 1838,00,  55,70,  36,00, 255,00, 326,00,   7,90 }
{ 47,50,   2,10,   0,40, 106,00, 12137,00,  48,70,  69,00, 245,00, 238,00,  13,30 }
{ 45,70,   5,50,   0,90, 114,00, 2684,00,  51,30,  58,00, 234,00, 227,00,  11,80 }
{ 46,20,   7,90,   1,50, 114,00, 1922,00,  49,70,  72,00, 242,00, 247,00,   7,90 }
{ 52,70,  11,20,   0,70, 121,00, 1836,00,  57,70,  51,00, 286,00, 343,00,   8,00 }
{ 52,30,   9,90,   1,30, 110,00, 2256,00,  56,30,  42,00, 240,00, 261,00,   8,00 }
{ 50,40,   7,80,   0,90, 109,00, 1616,00,  57,50,  35,00, 238,00, 279,00,   9,50 }
{ 44,50,   5,20,   1,30, 110,00, 2013,00,  61,70,  48,00, 169,00, 235,00,   8,50 }
{ 47,10,   7,10,   0,90, 112,00, 2503,00,  51,20,  44,00, 208,00, 276,00,   8,70 }
{ 40,70,   9,40,   3,90, 105,00, 1356,00,  52,70,  43,00, 263,00, 187,00,  10,20 }
{ 36,80,  10,50,   2,00, 109,00, 1538,00,  49,00,  44,00, 298,00, 297,00,   6,60 }
{ 48,30,   9,60,   3,60, 110,00, 1525,00,  47,40,  46,00, 273,00, 186,00,   5,30 }
{ 46,40,   7,70,   5,20, 109,00, 1785,00,  50,50,  52,00, 287,00, 214,00,   9,50 }
{ 53,30,   8,30,   0,60, 113,00, 2383,00,  54,00,  37,00, 210,00, 270,00,  12,50 }
{ 60,80,   6,50,   1,30, 111,00, 2131,00,  58,00,  59,00, 240,00, 320,00,  11,20 }
{ 56,30,   9,60,   1,80, 113,00, 2023,00,  47,30,  44,00, 236,00, 250,00,  11,20 }
{ 57,60,  10,40,   1,30, 107,00, 1863,00,  52,50,  55,00, 214,00, 257,00,   8,20 }
{ 45,20,   6,60,   0,70, 106,00, 2247,00,  51,40,  45,00, 237,00, 284,00,   9,80 }
{ 54,80,  12,40,   4,60, 113,00, 2000,00,  53,40,  47,00, 183,00, 203,00,  10,30 }
{ 42,40,  19,10,  12,40, 133,00, 1508,00,  52,40,  58,00, 203,00, 279,00,   6,70 }
{ 31,60,   6,30,   1,10, 112,00, 2482,00,  52,40,  50,00, 300,00, 278,00,  10,70 }
{ 44,60,  10,50,   2,40, 108,00, 2300,00,  45,30,  48,00, 174,00, 208,00,  15,00 }
{ 57,30,   9,80,   0,70, 112,00, 1947,00,  52,90,  51,00, 196,00, 242,00,  11,00 }
